,永雄,Stella,Datetime,Media,Title with link,Title,Desc,Link
292,,,2021/10/7 08:51,MedCity,"Allied with Amgen and backed by $500M, Neumora brings data science to brain drugs","Allied with Amgen and backed by $500M, Neumora brings data science to brain drugs",Neumora Therapeutics unveiled $500 million in capital and a research partnership with Amgen. The startup analyzes neurological data to inform its drug research and development; President and Chief Operating Officer Lori Lyons-Williams said researching psychiatric drugs and neurodegenerative drugs within the same company allows brain insights from one area to inform the other.,https://medcitynews.com/2021/10/allied-with-amgen-and-backed-by-500m-neumora-brings-data-science-to-brain-drugs/
293,,,2021/10/7 08:20,Biotech,BMS' deucravacitinib flunks midphase IBD trial,BMS' deucravacitinib flunks midphase IBD trial,"After blowing Otezla away in psoriasis, deucravacitinib went into a phase 2 readout in ulcerative colitis flying high—only to fail comprehensively.",https://www.fiercebiotech.com/biotech/bristol-myers-deucravacitinib-flunks-midphase-ibd-trial-raising-questions-about-potential
294,,,2021/10/7 08:00,Biotech,AffyImmune snags $30M for 'tune and track' platform for CAR-T,AffyImmune snags $30M for 'tune and track' platform for CAR-T,AffyImmune gets $30 million from ORI Capital in second series A financing round to improve CAR-T therapies' success in solid tumors.,https://www.fiercebiotech.com/biotech/affyimmune-raises-30m-to-reduce-toxicity-increase-longevity-car-t-cells-solid-tumors
295,,,2021/10/7 07:35,Biotech,"Denali makes ALS play, hustling Sanofi-allied drug into phase 2 ","Denali makes ALS play, hustling Sanofi-allied drug into phase 2 ",Denali revealed early-phase data on one ALS asset and plans to move a Sanofi-partnered program into phase 2 early in 2022.,https://www.fiercebiotech.com/biotech/denali-makes-als-play-hustling-sanofi-partnered-drug-into-phase-2-and-sharing-early-data
296,,,2021/10/7 07:00,Biotech,Intergalactic nabs $75M to rocket eye gene therapy to the clinic,Intergalactic nabs $75M to rocket eye gene therapy to the clinic,"With a telescope pointed at the eyes, cancer and CNS diseases, Intergalactic Therapeutics is counting down from 10 with $75M to jettison into clinic.",https://www.fiercebiotech.com/biotech/intergalactic-shoots-for-non-viral-gene-therapy-stars-75m-rocket-fuel
297,,,2021/10/7 06:30,Biotech,"Arch unveils $500M, Amgen-allied bet on neuroscience's future","Arch unveils $500M, Amgen-allied bet on neuroscience's future","Neumora starts life with $500 million, a pact with Amgen, a pipeline of eight prospects and plans to create precision medicines for brain diseases.  ",https://www.fiercebiotech.com/biotech/meet-neumora-arch-s-500m-amgen-partnered-play-for-targeted-future-neuroscience-r-d
298,,,2021/10/7 16:55,Biotech,FDA tightens regulations for surgical staplers and staples,FDA tightens regulations for surgical staplers and staples,"Between 2011 and 2018, the FDA received more than 41,000 reports concerning surgical staples and staplers, including 366 deaths linked to the devices.",https://www.fiercebiotech.com/medtech/fda-tightens-regulations-broadens-oversight-surgical-staplers-implantable-staples
299,,,2021/10/7 14:57,MedCity,"Specialty physicians in Connecticut gain path to value-based care, payment boost via private health plan","Specialty physicians in Connecticut gain path to value-based care, payment boost via private health plan","The State of Connecticut Health Plan is the first commercial plan in the country to have its episodes-of-care payment model designated as an Advanced APM by CMS. With limited Advanced APM options via CMS, this designation will provide specialty physicians in the state a path to value-based care payments through the private sector.",https://medcitynews.com/2021/10/specialty-physicians-in-connecticut-gain-path-to-value-based-care-payment-boost-via-private-health-plan/
300,,,2021/10/7 14:00,MedCity,Don’t settle for less. What we should be striving for in healthcare price transparency,Don’t settle for less. What we should be striving for in healthcare price transparency,"A robust price estimator should incorporate AI into its pricing calculations by recognizing that any estimate should automatically “link” and merge the hospital facility fee, physician professional fee and other billable fees into a final patient estimate.",https://medcitynews.com/2021/10/dont-settle-for-less-what-we-should-be-striving-for-in-healthcare-price-transparency/
301,,,2021/10/7 12:37,Biotech,No sweat for Brickell to submit to FDA with 2 phase 3 trials,No sweat for Brickell to submit to FDA with 2 phase 3 trials,Brickell to ask FDA for approval of its sweat gel in mid-2022 after reaching statistical significance on all goals in two pivotal late-stage studies.,https://www.fiercebiotech.com/biotech/no-more-sweat-for-brickell-biotech-will-submit-for-fda-approval-its-sweat-gel-2-phase-3
302,,,2021/10/7 11:06,Biotech,White House funnels another $1B into at-home COVID test makers,White House funnels another $1B into at-home COVID test makers,"The billion-dollar investment is estimated to quadruple the total number of at-home, rapid tests available to Americans by December.",https://www.fiercebiotech.com/medtech/white-house-funnels-1b-into-at-home-covid-test-makers-quadrupling-monthly-supply-by
303,,,2021/10/7 10:59,Biotech,Oculis improves its vision with CMO Chang from Novartis,Oculis improves its vision with CMO Chang from Novartis,"Oculis snags fresh set of eyes to lead medical affairs team, as it picks up Novartis medical lead for ophthalmology and opens a Hong Kong office.",https://www.fiercebiotech.com/biotech/oculis-snags-novartis-head-ophthalmology-joanne-chang-for-cmo-role
304,,,2021/10/7 10:33,Biotech,Cue Health taps Google Cloud to connect its portable COVID tests,Cue Health taps Google Cloud to connect its portable COVID tests,"Cue plans to add real-time tracking of viral variants and sequencing data, bolstered by artificial intelligence programs.",https://www.fiercebiotech.com/medtech/to-track-down-covid-variants-cue-health-taps-google-cloud-to-connect-its-portable-tests
305,,,2021/10/6 09:30,Biotech,"Acquisition autumn: Syneos pens another deal, for RxDataScience","Acquisition autumn: Syneos pens another deal, for RxDataScience",It was StudyKIK in September. Now it's RxDataScience in October. Contract research organization Syneos Health is on the acquisition hunt this fall.,https://www.fiercebiotech.com/cro/fresh-off-september-buy-syneos-inks-another-deal-for-ai-firm-rxdatascience
306,,,2021/10/6 20:47,MedCity,"Twin Health raises $140M to manage diabetes, other chronic conditions","Twin Health raises $140M to manage diabetes, other chronic conditions","The startup, which says it uses “digital twins” to help people manage their diabetes, recently raised a series C round led by ICONIQ Growth. It uses data from connected devices, blood tests and consultations to come up with personalized recommendations. ",https://medcitynews.com/2021/10/twin-health-raises-140m-to-manage-diabetes-other-conditions/
307,,,2021/10/6 08:20,Biotech,EQRx's affordable drug drive leads to Absci discovery pact,EQRx's affordable drug drive leads to Absci discovery pact,"EQRx has identified a partner to support its effort to cut the price of medicines, teaming up with newly public drug and target discovery shop Absci.",https://www.fiercebiotech.com/biotech/eqrx-s-affordable-drug-drive-leads-to-absci-discovery-pact
308,,,2021/10/6 07:40,Biotech,Sanofi poaches Gilead cancer exec to run its cancer R&D,Sanofi poaches Gilead cancer exec to run its cancer R&D,"After a short tenure at Gilead running its cancer R&D, Valeria Fantin, Ph.D., has been poached by French Big Pharma Sanofi.",https://www.fiercebiotech.com/biotech/sanofi-poaches-gilead-cancer-exec-valeria-fantin-to-run-its-oncology-research
309,,,2021/10/6 07:00,Biotech,Retrotope misses mark but boosts survival in rare child disorder,Retrotope misses mark but boosts survival in rare child disorder,Retrotope looks to speak with FDA about regulatory options after its treatment missed the main endpoint but improved survival in an ultrarare disease.,https://www.fiercebiotech.com/biotech/retrotope-misses-main-endpoint-but-improves-survival-late-stage-trial-ultrarare-disorder
310,,,2021/10/6 07:00,Biotech,Voyager pens Pfizer gene therapy pact worth $630M,Voyager pens Pfizer gene therapy pact worth $630M,"Hoping to make gene therapies safer, Pfizer is putting down as much as $630 million for an R&D pact with Voyager.",https://www.fiercebiotech.com/biotech/voyager-therapeutics-looks-to-shake-off-a-tough-year-as-it-pens-pfizer-gene-therapy-pact
311,,,2021/10/6 18:43,MedCity,Carbon Health grows home care capabilities with Alertive Healthcare acquisition ,Carbon Health grows home care capabilities with Alertive Healthcare acquisition ,The acquisition enables primary and urgent care provider Carbon Health to remotely monitor patients’ vitals and intervene when needed. The move follows Carbon Health’s purchase of diabetes platform Steady Health — its first major foray into home-based care. ,https://medcitynews.com/2021/10/carbon-health-grows-home-care-capabilities-with-alertive-healthcare-acquisition/
312,,,2021/10/6 17:40,MedCity,Study: Apps integrating with EHRs grew 20% during 2020,Study: Apps integrating with EHRs grew 20% during 2020,"Though the total number of unique apps that integrate with major EHRs, like Epic and Cerner, increased from 600 at the end of 2019 to 734 in December 2020, growth in the number of apps that support the FHIR data exchange standard was stagnant. ",https://medcitynews.com/2021/10/study-apps-integrating-with-ehrs-grew-20-during-2020/
313,,,2021/10/6 17:05,MedCity,Medtronic expands recall of MiniMed insulin pumps ,Medtronic expands recall of MiniMed insulin pumps ,"Medtronic is expanding a recall of two of its MiniMed 600 series insulin pumps after reports found several had broken retainer rings cracked, resulting in insulin doses that were too high or too low. ",https://medcitynews.com/2021/10/medtronic-expands-recall-of-minimed-insulin-pumps/
314,,,2021/10/6 04:45,Biotech,Takeda stops narcolepsy clinical trials because of safety signal,Takeda stops narcolepsy clinical trials because of safety signal,"Takeda has hit the brakes hard on its narcolepsy program in response to a safety signal, stopping its two midphase clinical trials early.",https://www.fiercebiotech.com/biotech/takeda-slams-brakes-narcolepsy-program-stopping-2-studies-early-response-to-safety-signal
315,,,2021/10/6 15:15,Biotech,"Venture banks on virtual trials: Lightship, Slope nab funding","Venture banks on virtual trials: Lightship, Slope nab funding","Lightship and Slope haul in $60 million total to rival remote trial startups like Medable, Castor, ObvioHealth and Reify.",https://www.fiercebiotech.com/cro/lightship-lures-40m-slope-snags-20m-for-virtual-decentralized-clinical-trials
316,,,2021/10/6 15:10,Biotech,Pfizer development head MacKenzie to retire in early 2022,Pfizer development head MacKenzie to retire in early 2022,"With a COVID-19 vaccine milestone to bookend 35 years of moving up the ranks, Pfizer's development head, Rod MacKenzie, will retire in early 2022.",https://www.fiercebiotech.com/biotech/pfizer-s-development-leader-becomes-second-executive-to-retire-early-2022
317,,,2021/10/6 15:03,Biotech,Ginkgo bowled over as short seller dubs it 'a hoax for the ages',Ginkgo bowled over as short seller dubs it 'a hoax for the ages',"Calling its business model “hocus-pocus” and “a colossal scam,” activist short seller firm Scorpion Capital has stung Ginkgo Bioworks.",https://www.fiercebiotech.com/medtech/ginkgo-bioworks-suffers-short-attack-firm-calling-it-a-hoax-for-ages
318,,,2021/10/6 14:35,MedCity,Voyager Therapeutics’ strategy shift to gene therapy tech leads to a Pfizer alliance,Voyager Therapeutics’ strategy shift to gene therapy tech leads to a Pfizer alliance,"The gene therapy pipeline of Voyager Therapeutics has hit several setbacks in the past year, but a strategy shift to its capsid technology is now showing promise. Pfizer has signed on as partner in a wager that Voyager’s tech holds the key to delivery of gene therapies for cardiovascular and neurological disorders.",https://medcitynews.com/2021/10/voyager-therapeutics-strategy-shift-to-gene-therapy-tech-leads-to-a-pfizer-alliance/
319,,,2021/10/6 12:19,Biotech,SyncThink clocks FDA nod for AI-powered concussion test,SyncThink clocks FDA nod for AI-powered concussion test,SyncThink's technology previously received FDA clearance in 2016 for use in detecting impairments in patients’ gaze and visual tracking abilities.,https://www.fiercebiotech.com/medtech/syncthink-clocks-fda-nod-for-concussion-test-based-ai-powered-eye-tracking
320,,,2021/10/6 11:00,Biotech,Dengue compound backed by J&J shows potency in mice,Dengue compound backed by J&J shows potency in mice,"A dengue treatment developed by J&J's Janssen and Belgian researchers was effective in mouse models and will move into clinical trials, they said.",https://www.fiercebiotech.com/research/dengue-pill-backed-by-j-j-shows-potency-against-virus-and-all-known-variants-mice
321,,,2021/10/6 10:59,Biotech,Boston Scientific puts down $1.7B to scoop up Baylis Medical,Boston Scientific puts down $1.7B to scoop up Baylis Medical,The Canadian company specializes in minimally invasive platforms that let surgeons cross the thin barrier separating the heart's upper chambers.,https://www.fiercebiotech.com/medtech/boston-scientific-puts-down-1-75b-to-team-up-its-cardiac-devices-baylis-medical-s-heart
322,,,2021/10/6 10:20,Biotech,Medtronic expands 2 Class I recalls of MiniMed insulin pumps,Medtronic expands 2 Class I recalls of MiniMed insulin pumps,"Years after initiating a pair of recalls for various models of its MiniMed insulin pumps, Medtronic expanded the alerts to include even more devices.",https://www.fiercebiotech.com/medtech/medtronic-expands-two-class-i-recalls-minimed-insulin-pumps-spanning-nearly-500k-devices
323,,,2021/10/5 09:20,Biotech,"Collins, after 12 years at the NIH helm, will exit","Collins, after 12 years at the NIH helm, will exit","The search is on for a new director of the National Institutes of Health as long-serving Francis Collins, M.D., Ph.D., will depart.",https://www.fiercebiotech.com/biotech/francis-collins-after-12-years-at-nih-helm-to-exit-by-year-s-end
324,,,2021/10/5 09:00,MedCity,Why the right-to-repair conversation needs to extend further,Why the right-to-repair conversation needs to extend further,President Joe Biden’s July executive order supported the repair and reuse of many different products but excluded that for healthcare products. It is disappointing that the President’s order ignores established healthcare re-use practices that pose no elevated patient risk and follow manufacturer standards. ,https://medcitynews.com/2021/10/why-the-right-to-repair-conversation-needs-to-extend-further/
325,,,2021/10/5 08:30,Biotech,Gemini axes CSO and 20% of staff to focus on late-phase plans,Gemini axes CSO and 20% of staff to focus on late-phase plans,"Having built up early-stage activities in gene therapy and other areas, Gemini is now sweeping those programs aside to focus on the lead program.",https://www.fiercebiotech.com/biotech/gemini-axes-cso-and-20-staff-to-focus-late-phase-asset
326,,,2021/10/5 08:05,Biotech,AstraZeneca files for EUA for COVID-preventing antibody,AstraZeneca files for EUA for COVID-preventing antibody,"AstraZeneca has taken another step toward bringing its COVID-19 antibody cocktail to market, filing for EUA of the long-acting candidate.",https://www.fiercebiotech.com/biotech/astrazeneca-files-for-fda-approval-covid-preventing-antibody
327,,,2021/10/5 07:00,Biotech,Eli Lilly-backed IpiNovyx Bio snags $10M for 2023 clinical entry,Eli Lilly-backed IpiNovyx Bio snags $10M for 2023 clinical entry,"Backed by Eli Lilly and based on science out of Weill Cornell Medicine, IpiNovyx Bio is emerging with $10 million to get into clinical trials in 2023.",https://www.fiercebiotech.com/biotech/eli-lilly-backed-ipinovyx-bio-emerges-10m-for-2023-clinical-entry
328,,,2021/10/5 06:00,Biotech,Novartis-backed Exo says 'XO' to investors for $78M series B,Novartis-backed Exo says 'XO' to investors for $78M series B,VC firms with public markets experience add to Exo Therapeutics lineup of investors including Novartis in $78 million series B for exosites.,https://www.fiercebiotech.com/biotech/novartis-backed-exo-therapeutics-secures-78m-to-reprogram-enzymes-sans-side-effects
329,,,2021/10/5 16:43,MedCity,"Virtual care is here to stay, but providers need to make the experience more seamless","Virtual care is here to stay, but providers need to make the experience more seamless","At a recent panel discussion, healthcare executives agreed that telehealth will remain an important part of care delivery post-pandemic, so now is the time for providers to figure out how best to incorporate these services alongside in-person care. Actionable data will prove to be a key resource for providers as they tweak their strategies. ",https://medcitynews.com/2021/10/virtual-care-is-here-to-stay-but-providers-need-to-make-the-experience-more-seamless/
330,,,2021/10/5 16:19,MedCity,"Home care company Honor raises $370M in equity, debt","Home care company Honor raises $370M in equity, debt","Honor, which builds software for home care agencies, raised $370 million in equity and debt. The funding round will give it a valuation of more than $1.25 billion. ",https://medcitynews.com/2021/10/home-care-company-honor-raises-370m-in-equity-debt/
331,,,2021/10/5 15:05,Biotech,Inotiv inks $15M acquisition of drug discovery company Plato,Inotiv inks $15M acquisition of drug discovery company Plato,Contract research organization Inotiv will dish out $15 million for drug discovery company Plato BioPharma for its second deal in three months.,https://www.fiercebiotech.com/cro/inotiv-acquires-drug-discovery-company-plato-biopharma-15m-deal
332,,,2021/10/5 14:00,MedCity,Why there is great need for additional treatments to manage hyperphosphatemia in patients with CKD on dialysis,Why there is great need for additional treatments to manage hyperphosphatemia in patients with CKD on dialysis,"Given the suboptimal outcomes with existing therapies to manage chronic kidney disease patients on dialysis, there is a substantial unmet need that additional treatment options could potentially address.",https://medcitynews.com/2021/10/why-there-is-great-need-for-additional-treatments-to-manage-hyperphosphatemia-in-patients-with-ckd-on-dialysis/
333,,,2021/10/5 12:50,Biotech,Henrietta Lacks' estate sues Thermo Fisher for selling her cells,Henrietta Lacks' estate sues Thermo Fisher for selling her cells,"A tissue sample was taken from Lacks without her consent in 1951 and was subsequently used to develop the first polio vaccine, HPV vaccines and more.",https://www.fiercebiotech.com/medtech/henrietta-lacks-estate-sues-thermo-fisher-for-continued-sale-hela-cells-without-family
334,,,2021/10/5 12:00,MedCity,What’s on the agenda for INVEST Pop Health Virtual on November 15-16?,What’s on the agenda for INVEST Pop Health Virtual on November 15-16?,MedCity News is once again partnering with the New Orleans Business Alliance to host the executive summit INVEST Pop Health Virtual.,https://medcitynews.com/2021/10/whats-on-the-agenda-for-invest-pop-health-virtual-on-november-15-16/
335,,,2021/10/5 11:39,Biotech,FDA clears thumb-sized robot for placing cochlear implants,FDA clears thumb-sized robot for placing cochlear implants,"iotaMotion’s minimalist system focuses on the single task of planting electrode arrays within the inner ear, with more precision than the human hand.",https://www.fiercebiotech.com/medtech/fda-clears-thumb-sized-robot-for-placing-cochlear-implants
336,,,2021/10/5 10:31,Biotech,GraphWear nabs $20M for needle-free wearable glucose monitor,GraphWear nabs $20M for needle-free wearable glucose monitor,"The race is on to develop continuous glucose monitors that don’t require regular fingersticks or any other invasive technologies, no matter how mild.",https://www.fiercebiotech.com/medtech/graphwear-tallies-up-20m-vc-funding-for-needle-free-wearable-glucose-monitor
337,,,2021/10/5 10:25,Biotech,Hologic begins European launch of its tabletop Novodiag tester,Hologic begins European launch of its tabletop Novodiag tester,Hologic is hitting the road with its newfound prize and launching the Novodiag system for labs in Europe.,https://www.fiercebiotech.com/medtech/hologic-begins-broad-european-launch-its-tabletop-novodiag-tester-after-its-795m
338,,,2021/10/5 10:05,Biotech,Parexel poaches former GSK executive to ramp up digital strategy,Parexel poaches former GSK executive to ramp up digital strategy,"He led digital data and analytics at GlaxoSmithKline. Now, Stephen Pyke is tasked with leading digital services and clinical data at CRO Parexel.",https://www.fiercebiotech.com/cro/parexel-snags-former-gsk-executive-stephen-pyke-to-boost-digital-strategy-clinical-data
339,,,2021/10/4 09:55,Biotech,OraSure nabs $109M in DOD funding to churn out COVID tests,OraSure nabs $109M in DOD funding to churn out COVID tests,"With the contract, OraSure will be able to increase its manufacturing output by an additional 100 million tests per year by March 2024.",https://www.fiercebiotech.com/medtech/orasure-tacks-another-109m-dod-funding-to-churn-out-rapid-covid-tests
340,,,2021/10/4 09:50,Biotech,FDA approves Abbott's latest Amplatzer Talisman heart implant,FDA approves Abbott's latest Amplatzer Talisman heart implant,"The Talisman device builds off the company’s previous Amplatzer occluder for treating a patent foramen ovale, a gap between the left and right atria.",https://www.fiercebiotech.com/medtech/fda-approves-abbott-s-latest-implant-for-closing-holes-heart-leftover-from-childbirth
341,,,2021/10/4 08:40,Biotech,"Enanta pulls plug on NASH, seeks to offload assets for combos","Enanta pulls plug on NASH, seeks to offload assets for combos","After getting a look at interim phase 2b data, the biotech has decided to stop the monotherapy trial and seek to outlicense its candidates.",https://www.fiercebiotech.com/biotech/enanta-pulls-plug-nash-seeks-to-offload-assets-for-combos
342,,,2021/10/4 08:00,Biotech,"J&J spends $100M to join Roche, Regeneron in blood cancer race","J&J spends $100M to join Roche, Regeneron in blood cancer race","In return for the upfront fee and a $25 million equity investment, J&J has secured global rights to Xencor’s CD20xCD3 bispecific antibody.",https://www.fiercebiotech.com/biotech/j-j-spends-100m-to-join-roche-and-regeneron-bispecific-blood-cancer-race
343,,,2021/10/4 19:35,MedCity,J&J commits $125M in bet that Xencor’s bispecific antibody has an edge in blood cancers,J&J commits $125M in bet that Xencor’s bispecific antibody has an edge in blood cancers,"Clinical-stage Xencor is receiving $100 million up front and a $25 million equity investment, while Johnson & Johnson’s Janssen Biotech subsidiary gets global rights to plamotamab, a bispecific antibody. Regeneron Pharmaceuticals and Roche are also developing bispecific antibodies against the same targets, but Xencor’s drug has a feature that could be a competitive advantage.",https://medcitynews.com/2021/10/jj-commits-125m-in-bet-that-xencors-bispecific-antibody-has-an-edge-in-blood-cancers/
344,,,2021/10/4 19:17,MedCity,"Mount Sinai, Empire BlueCross BlueShield to extend access to home-based care models","Mount Sinai, Empire BlueCross BlueShield to extend access to home-based care models","Empire members will gain access to three Mount Sinai Health System care models, which enable patients to opt for in-home care when medically appropriate. The agreement also includes a plan to improve bi-directional data exchange between the provider and payer.",https://medcitynews.com/2021/10/mount-sinai-empire-bluecross-blueshield-to-extend-access-to-home-based-care-models/
345,,,2021/10/4 07:10,Biotech,Amgen reveals midphase eczema data behind its $400M bet,Amgen reveals midphase eczema data behind its $400M bet,"After 16 weeks, scores on an eczema scale in the four treatment arms had fallen by between 48% and 61%, compared to a 15% drop in the placebo cohort.",https://www.fiercebiotech.com/biotech/amgen-reveals-midphase-eczema-data-behind-its-400m-bet
346,,,2021/10/4 18:16,MedCity,"FDA authorizes Labcorp’s at-home test kit for Covid-19, flu","FDA authorizes Labcorp’s at-home test kit for Covid-19, flu",The Food and Drug Administration granted an emergency use authorization for an at-home Covid-19 and flu test kit by Labcorp. It uses a test that was developed by Roche and authorized last year. ,https://medcitynews.com/2021/10/fda-authorizes-labcorps-at-home-test-kit-for-covid-19-flu/
347,,,2021/10/4 15:51,MedCity,Report: Walgreens considers acquiring health IT company Evolent,Report: Walgreens considers acquiring health IT company Evolent,"Walgreens is considering buying Evolent Health, which makes software to help providers manage their value-based care programs, according to a recent report by Bloomberg. Evolent’s stock rose more than 18% on the news of the potential deal. ",https://medcitynews.com/2021/10/report-walgreens-considers-acquiring-health-it-company-evolent/
348,,,2021/10/4 15:30,Biotech,UCSF develops custom brain implant for severe depression,UCSF develops custom brain implant for severe depression,The brain stimulation system includes a small device implanted on the patient’s brain that continuously monitors neurological activity.,https://www.fiercebiotech.com/medtech/ucsf-health-s-customized-pacemaker-for-brain-successfully-treats-severe-depression
349,,,2021/10/4 15:10,Biotech,MoonLake inks $230M SPAC deal for llama-derived Cosentyx rival,MoonLake inks $230M SPAC deal for llama-derived Cosentyx rival,"MoonLake Immunotherapeutics is headed to the moon, err Wall Street, in a $230 million SPAC deal to bankroll antibodies naturally found in llamas.",https://www.fiercebiotech.com/biotech/moonlake-over-moon-230m-spac-deal-for-llama-antibodies-to-challenge-novartis-cosentyx
350,,,2021/10/4 12:52,Biotech,"Anatara, ObvioHealth partner for virtual trials in Australia","Anatara, ObvioHealth partner for virtual trials in Australia",Anatara will test the virtual trial world with a study of its medicine in patients with IBS via a partnership with ObvioHealth in Australia.,https://www.fiercebiotech.com/biotech/anatara-partners-virtual-trials-company-obviohealth-for-siteless-study-ibs-australia
351,,,2021/10/4 11:29,Biotech,Beyeonics eyes $36M for head-mounted surgical camera tech,Beyeonics eyes $36M for head-mounted surgical camera tech,"Surgeons may not yet have the ability to go on a Magic School Bus-like journey through the human body, but Beyeonics’ tech can get them pretty close.",https://www.fiercebiotech.com/medtech/beyeonics-eyes-36m-funding-for-head-mounted-surgical-visualization-system
352,,,2021/10/4 11:20,Biotech,BioMarin picks up Vertex VP for CMO post month after trial hold,BioMarin picks up Vertex VP for CMO post month after trial hold,"Hoping to secure a second pivotal approval, BioMarin beefs up leadership with CMO from Vertex and senior vice president from Amgen.",https://www.fiercebiotech.com/biotech/biomarin-snags-vertex-vp-as-cmo-a-month-after-clinical-snag-gene-therapy-trial
353,,,2021/10/4 11:05,Biotech,"FDA greenlights combination at-home test for COVID, influenza","FDA greenlights combination at-home test for COVID, influenza","Labcorp aims to tackle both infections with a single test, with an at-home sample collection kit for children as young as two years old.",https://www.fiercebiotech.com/medtech/fda-greenlights-combination-at-home-test-for-covid-and-influenza-children-as-flu-season
354,,,2021/10/4 10:35,Biotech,MSU team reveals new insights into the 'second brain' in the gut,MSU team reveals new insights into the 'second brain' in the gut,MSU researchers discovered that glial cells actively modify electrical signals in the gut to maintain normal functions like motility.,https://www.fiercebiotech.com/research/new-insights-into-second-brain-gut-could-inspire-treatments-for-intestinal-diseases-msu
355,,,2021/10/4 10:20,Biotech,"Magenta nabs Constellation CMO after 5-month search, trial snag","Magenta nabs Constellation CMO after 5-month search, trial snag","After clearing a regulatory hurdle for its blood cancer trial last month, Magenta now has a new CMO, from Constellation, to lead clinical development.",https://www.fiercebiotech.com/biotech/magenta-poaches-constellation-cmo-jeffrey-humphrey-after-five-month-search-setback-to-blood
356,,,2021/10/4 10:10,Biotech,Takeda taps Selecta for $1.1B gene therapy research pact,Takeda taps Selecta for $1.1B gene therapy research pact,Selecta Biosciences is bouncing back with a major new biobucks pact with Japan’s Takeda.,https://www.fiercebiotech.com/biotech/takeda-reeling-from-audentes-safety-issues-taps-selecta-for-1-1b-gene-therapy-research-pact
357,,,2021/10/3 09:00,MedCity,AMA report: U.S. has “highly concentrated” payer markets that stifle competition  ,AMA report: U.S. has “highly concentrated” payer markets that stifle competition  ,"About 73% of health insurance markets are highly concentrated, and in 46% of markets, one insurer had a share of 50% or more, a new report from the American Medical Association shows. The report comes a few months after President Joe Biden directed federal agencies to ramp up oversight of healthcare consolidation. ",https://medcitynews.com/2021/10/ama-report-u-s-has-highly-concentrated-payer-markets-that-stifle-competition/
358,,,2021/10/3 09:00,MedCity,Patient engagement: Investing in the future of your product,Patient engagement: Investing in the future of your product,"Investing in patient engagement strategies that facilitate enrollment and keep people on board, on track, and on drug could be the answer developers have been looking for.",https://medcitynews.com/2021/10/patient-engagement-investing-in-the-future-of-your-product/
359,,,2021/10/3 08:15,MedCity,GRIP Molecular goes with graphene to put powerful diagnostics into patient hands,GRIP Molecular goes with graphene to put powerful diagnostics into patient hands,"Diagnostics startup GRIP Molecular is developing an at-home test for Covid-19 and other respiratory infections. The technology builds on advances from several fields, including the discovery of graphene, a material that offers biocompatibility and conductivity.",https://medcitynews.com/2021/10/grip-molecular-goes-with-graphene-to-put-powerful-diagnostics-into-patient-hands/
360,,,2021/10/3 07:17,MedCity,"Smartphones could be used to detect depression, Verily finds","Smartphones could be used to detect depression, Verily finds","A study published by Verily researchers showed that some smartphone metrics, such as sentiment in weekly voice diaries, matched up with the severity of users’ depression as determined by PHQ-9 scores. Even if these technologies could be used to track mental health, it’s not clear how they will fit into physician workflows or how comfortable people will be using their smartphones in this way. ",https://medcitynews.com/2021/10/smartphones-could-be-used-to-detect-depression-verily-finds/
361,,,2021/10/2 13:15,Biotech,J&J offers 80% efficacy for RSV vaccine in Big Pharma race,J&J offers 80% efficacy for RSV vaccine in Big Pharma race,"Janssen is adding to the pile of RSV data, announcing efficacy as high as 80% for preventing severe infections in a mid-stage clinical trial.",https://www.fiercebiotech.com/biotech/janssen-johnson-johnson-rsv-vaccine-shows-80-efficacy-phase-2-trial-at-idweek
362,,,2021/10/1 09:30,Biotech,FDA's vaccine office now headed by Marks—Chutes & Ladders,FDA's vaccine office now headed by Marks—Chutes & Ladders,FDA's vaccine office gets new leader as top 2 officials pack their bags. Ovid CMO now CEO at biotech incubator Sporos. Amicus CEO to head up spinoff.,https://www.fiercebiotech.com/biotech/chutes-ladders-fda-s-vaccine-office-gets-new-leader-as-two-officials-head-toward-exit
363,,,2021/10/1 09:00,Biotech,New cancer targets unveiled in map of protein interactions,New cancer targets unveiled in map of protein interactions,A new map of protein interactions in cancer uncovers previously unrecognized mutations that researchers believe could drive metastasis.,https://www.fiercebiotech.com/research/new-map-protein-interactions-offers-opportunity-to-do-such-damage-to-cancer-scientists-say
364,,,2021/10/1 08:30,MedCity,The future is digital – reimagining patient engagement,The future is digital – reimagining patient engagement,"Interactive patient systems provide a path forward, bringing much-needed efficiency to day-to-day operations for our caregivers, and providing patients and families with the comfort and information they need during one of the most difficult times in history. ",https://medcitynews.com/2021/10/the-future-is-digital-reimagining-patient-engagement/
365,,,2021/10/1 08:05,Biotech,Micreos lands $37M to show whether antibiotic alternative works,Micreos lands $37M to show whether antibiotic alternative works,"With backers putting up $37 million, Micreos is now poised to show if it can generate more targeted, harder-to-resist ways of taking out bacteria.",https://www.fiercebiotech.com/biotech/micreos-lands-37m-to-show-if-antibiotic-alternative-delivers-clinic
366,,,2021/10/1 06:47,Biotech,Merck's oral COVID-19 antiviral slashes hospitalizations,Merck's oral COVID-19 antiviral slashes hospitalizations,"The prospect halved the risk of hospitalization and death in phase 3, spurring Merck to stop the study and race to get emergency use authorization.",https://www.fiercebiotech.com/biotech/merck-s-oral-covid-19-antiviral-slashes-hospitalizations-prevents-deaths-phase-3-sparking
