,Datetime,Media,Title,Desc,Link
513,2021-09-23 5:00 AM,MedCity,"FDA authorizes Pfizer Covid-19 vaccine booster shots, but only for certain groups","The FDA has authorized dosing of booster shots of Pfizer and BioNTech’s Covid-19 vaccine. Consistent with the recommendations of an FDA advisory committee, the agency’s amendment to the emergency authorization covers only certain groups at high risk of infection and complications from the virus.","<a href=https://medcitynews.com/2021/09/fda-authorizes-pfizer-covid-19-vaccine-booster-shots-but-only-for-certain-groups/ target=""_blank""><div>Link</div></a>"
514,2021-09-23 4:27 PM,MedCity,Memorial Sloan Kettering spinout gets first FDA clearance for AI to detect prostate cancer,Paige received clearance from the Food and Drug Administration for a clinical decision support tool to flag potential prostate cancer cases for pathologists to review. ,"<a href=https://medcitynews.com/2021/09/memorial-sloan-kettering-spinout-gets-first-fda-clearance-for-ai-to-detect-prostate-cancer/ target=""_blank""><div>Link</div></a>"
515,2021-09-23 3:25 PM,Biotech,NIH vouches for new kidney disease diagnostic not based on race,"Following a 1999 study that found, on average, higher levels of creatinine in Black patients, race has been factored into kidney function estimates.","<a href=https://www.fiercebiotech.com/medtech/nih-vouches-for-new-kidney-disease-diagnostic-doesn-t-rely-faulty-race-based-calculations target=""_blank""><div>Link</div></a>"
516,2021-09-23 3:10 PM,MedCity,"Aiming for better genetic medicines delivery, startup GenEdit grabs $26M","Biotech startup GenEdit is developing polymer nanoparticle technology to deliver genetic medicines, an approach intended to avoid the limitations of viral vectors. Already partnered with a clinical-stage company, it now has financial support from a big pharma giant that joined a syndicate of investors in a $26 million Series A round.","<a href=https://medcitynews.com/2021/09/aiming-for-better-genetic-medicines-delivery-startup-genedit-grabs-26m/ target=""_blank""><div>Link</div></a>"
517,2021-09-23 2:16 PM,MedCity,"OIG: MA companies used chart reviews, health risk assessments to boost CMS payments","Overall, MA companies generated an estimated $9.2 billion in risk-adjusted payments for diagnoses listed only on chart reviews and health risk assessments, with the top 20 companies receiving more than half of the payments. OIG is urging CMS to provide more oversight. ","<a href=https://medcitynews.com/2021/09/oig-ma-companies-used-chart-reviews-health-risk-assessments-to-boost-cms-payments/ target=""_blank""><div>Link</div></a>"
518,2021-09-23 2:00 PM,Biotech,Repairing heart damage by transiently turning back the clock,A Max Planck team proposed that selectively expressing four heart-specific genes could return adult cardiomyocytes to a fetal state.,"<a href=https://www.fiercebiotech.com/research/transiently-turning-back-clock-adult-heart-cells-to-repair-damage target=""_blank""><div>Link</div></a>"
519,2021-09-23 1:43 PM,MedCity,It doesn’t pay to pay a ransom – especially in healthcare,"While you may rid yourself of one attacker by meeting their demands, you send a sign to threat actors around the world that you are willing to negotiate.","<a href=https://medcitynews.com/2021/09/it-doesnt-pay-to-pay-a-ransom-especially-in-healthcare/ target=""_blank""><div>Link</div></a>"
520,2021-09-23 1:39 PM,MedCity,Choosing the best health cloud for your digital transformation priorities,"As healthcare organizations make progress on their way to the digital transformation of healthcare, choosing a health cloud vendor to support and enable that work should not be taken lightly. ","<a href=https://medcitynews.com/2021/09/choosing-the-best-health-cloud-for-your-digital-transformation-priorities/ target=""_blank""><div>Link</div></a>"
521,2021-09-23 12:31 PM,Biotech,Esker Therapeutics snags former Principia CEO in hiring spree,"He led Principia to a $3.7 billion exit to Sanofi last August. Now, Martin Babler takes the reins at Esker Therapeutics alongside 7 other new leaders.","<a href=https://www.fiercebiotech.com/biotech/esker-therapeutics-goes-hiring-spree-snagging-former-principia-ceo-seven-other-leaders target=""_blank""><div>Link</div></a>"
522,2021-09-23 11:54 AM,Biotech,Lucid Diagnostics files for $58M IPO to leave the PAVmed nest,"Months after PAVmed said it would spin off Lucid Diagnostics into a public company, the esophageal cancer test-maker’s path forward has become clear.","<a href=https://www.fiercebiotech.com/medtech/lucid-diagnostics-prepares-to-leave-pavmed-nest-57m-ipo-filing target=""_blank""><div>Link</div></a>"
523,2021-09-23 11:28 AM,Biotech,Eli Lilly-backed GenEdit inks $26M to deliver gene therapies,"GenEdit wants to quash the toxic effects of gene therapy delivery. Now, it has $26 million from Lilly and others to deploy its polymer nanoparticles.","<a href=https://www.fiercebiotech.com/biotech/genedit-strikes-eli-lilly-gold-26m-for-gold-nanoparticles-gene-therapy-delivery-system target=""_blank""><div>Link</div></a>"
524,2021-09-23 10:23 AM,Biotech,GE drops $1.45B to acquire OR ultrasound provider BK Medical,"BK Medical provides imaging support during procedures, allowing surgeons to peer inside the body in real time.","<a href=https://www.fiercebiotech.com/medtech/ge-healthcare-drops-1-45b-to-acquire-bk-medical-bringing-its-ultrasound-franchise-to-or target=""_blank""><div>Link</div></a>"
525,2021-09-23 10:10 AM,Biotech,Automated lab platform Opentrons closes $200M series C,The latest round of VC funding will help Opentrons add new robotics and assays to its automated lab platform.,"<a href=https://www.fiercebiotech.com/medtech/lab-platform-opentrons-closes-200m-series-c-to-build-out-robotics-diagnostics-cell target=""_blank""><div>Link</div></a>"
526,2021-09-22 9:30 AM,Biotech,Blocking a 'rogue' inflammatory response during stroke,Researchers think they've found a way in mice to block an immune pathway that can worsen brain damage after stroke.,"<a href=https://www.fiercebiotech.com/research/a-protein-blocking-inflammatory-response-improved-stroke-recovery-mice-study-finds target=""_blank""><div>Link</div></a>"
527,2021-09-22 8:55 AM,Biotech,Clover's COVID-19 vaccine tames delta in pivotal study,"The adjuvanted protein vaccine held up against a range of variants in a phase 2/3 trial, teeing Clover up to seek approval this year.","<a href=https://www.fiercebiotech.com/biotech/clover-s-covid-19-shot-tames-delta-pivotal-study-delivering-boost-to-global-vaccination target=""_blank""><div>Link</div></a>"
528,2021-09-22 7:45 AM,Biotech,FDA objects to Summit's midstudy pooling of pivotal trials,"Having previously decided to pool subjects in two Clostridium difficile trials, Summit has now revealed the FDA disagrees with its changes.","<a href=https://www.fiercebiotech.com/biotech/fda-objects-to-summit-s-midstudy-pooling-pivotal-trials target=""_blank""><div>Link</div></a>"
529,2021-09-22 7:40 PM,MedCity,"Google, Microsoft execs: AI should be designed to support, not replace, clinicians","As Google and Microsoft compete over their cloud capabilities for healthcare, both companies are touting tools to make clinicians’ lives easier by streamlining documentation or making records searchable.  At MedCity INVEST Digital Health, executives from both companies agreed on one thing: these tools should play a supporting role for clinicians while keeping patients at the center. ","<a href=https://medcitynews.com/2021/09/google-microsoft-execs-ai-should-be-designed-to-support-not-replace-clinicians/ target=""_blank""><div>Link</div></a>"
530,2021-09-22 5:00 AM,Biotech,More llama-inspired anti-COVID antibodies could be on the way,"British researchers are seeking funding to develop llama-inspired COVID-19 nanobodies, but they could be competing with multiple rivals.","<a href=https://www.fiercebiotech.com/research/another-research-group-joins-llama-inspired-covid-19-nanobody-treatment-arena target=""_blank""><div>Link</div></a>"
531,2021-09-22 4:05 PM,Biotech,"Castor, Trialbee forge clinical trial enrollment partnership",Castor and Trialbee will integrate their platforms so sponsors can better match patients with clinical trials and increase diversity in studies.,"<a href=https://www.fiercebiotech.com/cro/castor-trialbee-team-up-for-patient-enrollment-engagement-clinical-trials target=""_blank""><div>Link</div></a>"
532,2021-09-22 3:35 PM,Biotech,SAB Biotherapeutics banks $60M more for COVID-19 antibody,SAB Biotherapeutics has snared another $60.5 million from the U.S. Department of Defense to fund an antibody program to treat COVID-19.,"<a href=https://www.fiercebiotech.com/biotech/sab-biotherapeutics-banks-60m-more-funding-from-u-s-officials-for-covid-19-antibody target=""_blank""><div>Link</div></a>"
533,2021-09-22 3:30 PM,Biotech,"Summit Clinical Research, PathAI partner for NASH trial services",Summit Clinical Research will work with PathAI to support clinical development programs for nonalcoholic fatty liver disease treatments.,"<a href=https://www.fiercebiotech.com/cro/summit-clinical-research-and-pathai-partner-nash-clinical-trial-services target=""_blank""><div>Link</div></a>"
534,2021-09-22 3:20 PM,Biotech,Epic success: FDA OKs Abbott's newest replacement mitral valve,"With a green light from the FDA, Abbott is scaling up its replacement mitral and aortic valve portfolio to Epic Plus proportions.","<a href=https://www.fiercebiotech.com/medtech/epic-success-fda-approves-abbott-s-upgraded-longer-lasting-replacement-mitral-valve target=""_blank""><div>Link</div></a>"
535,2021-09-22 3:10 PM,Biotech,HealthVerity will supply Janssen with real-world data for R&D,HealthVerity will provide Johnson & Johnson's Janssen access to data on 330 million patients in the U.S. to further support clinical trial work.,"<a href=https://www.fiercebiotech.com/cro/healthverity-partners-j-j-s-janssen-to-provide-real-world-data-for-clinical-trial-r-d-work target=""_blank""><div>Link</div></a>"
536,2021-09-22 3:00 PM,Biotech,Velocity Clinical Research snags 11 sites through 2 acquisitions,"After its own buyout in April, Velocity Clinical Research has now inked two deals for 11 trial sites in South Carolina and California.","<a href=https://www.fiercebiotech.com/cro/velocity-clinical-research-acquires-11-sites-through-two-companies-after-april-buyout target=""_blank""><div>Link</div></a>"
537,2021-09-22 12:17 PM,Biotech,"Know Labs unveils noninvasive, pocket-sized glucose monitor",In vitro tests have found that the radiofrequency sensor technology measured glucose levels with accuracy comparable to Abbott’s Freestyle Libre CGM.,"<a href=https://www.fiercebiotech.com/medtech/know-labs-unveils-pocket-sized-glucose-monitor-swaps-fingersticks-for-radiofrequency target=""_blank""><div>Link</div></a>"
538,2021-09-22 11:59 AM,Biotech,FDA clears Paige's AI as first program to spot prostate cancer,The software highlights areas of a standard prostate biopsy image most likely to contain cancer and flags them for further review.,"<a href=https://www.fiercebiotech.com/medtech/fda-clears-paige-s-ai-as-first-program-to-spot-prostate-cancer-amid-tissue-slides target=""_blank""><div>Link</div></a>"
539,2021-09-22 11:24 AM,Biotech,Cassava drops interim Alzheimer's data with plenty of caveats,Cassava Sciences is hoping some interim results will soothe worried investors after the company was accused of manipulating data.,"<a href=https://www.fiercebiotech.com/biotech/cassava-drops-interim-alzheimer-s-data-plenty-caveats target=""_blank""><div>Link</div></a>"
540,2021-09-22 10:31 AM,Biotech,Hexagon nabs $61M for fungi-derived treatments for cancer,"Hexagon Bio snags $61 million to bankroll drug discovery, preclinical work on the microbial genome for treating cancer and infectious diseases.","<a href=https://www.fiercebiotech.com/biotech/fungi-funding-hexagon-bio-snags-61m-to-test-drugs-from-fungi-for-cancer-infectious-diseases target=""_blank""><div>Link</div></a>"
541,2021-09-22 10:25 AM,Biotech,ESMO: Owkin's deep learning AI predicts breast cancer relapse,"To speed up the race to a 100% survival rate, Owkin's AI model can classify the five-year relapse risk of a patient with early-stage breast cancer.","<a href=https://www.fiercebiotech.com/medtech/esmo-owkin-s-deep-learning-ai-predicts-chances-metastatic-breast-cancer-relapse-within-next target=""_blank""><div>Link</div></a>"
542,2021-09-22 10:10 AM,Biotech,Striking deals with Blueprint COO Haviland,"Financials are obviously important, but there's more to biotech dealmaking than the cash, according to Blueprint Medicines COO Kate Haviland.","<a href=https://www.fiercebiotech.com/biotech/striking-deals-blueprint-coo-kate-haviland target=""_blank""><div>Link</div></a>"
543,2021-09-22 10:05 AM,Biotech,Luxturna inventor launches new gene therapy biotech with $19M,"Jean Bennett, inventor of gene therapy Luxturna, is behind another eye gene therapy biotech, Opus Genetics, which now has $19 million for the clinic.","<a href=https://www.fiercebiotech.com/biotech/luxturna-inventor-behind-new-eye-gene-therapy-biotech-opus-genetics-snags-19m target=""_blank""><div>Link</div></a>"
544,2021-09-21 9:50 AM,Biotech,iPhones may soon automatically assess mental health: report,"Soon, the iPhone may automatically detect mental health issues like depression and cognitive decline—using daily activity data it already collects.","<a href=https://www.fiercebiotech.com/medtech/apple-taps-biogen-ucla-to-explore-addition-mental-health-tracking-to-iphone-report target=""_blank""><div>Link</div></a>"
545,2021-09-21 9:26 AM,Biotech,Boehringer Ingelheim acquires Abexxa for immuno-oncology assets,"Boehringer Ingelheim seeded Texas biotech Abexxa Biologics in 2016. Now, the German Big Pharma is acquiring the biotech.","<a href=https://www.fiercebiotech.com/biotech/boehringer-ingelheim-acquires-abexxa-biologics-for-precision-cancer-drug-pipeline target=""_blank""><div>Link</div></a>"
546,2021-09-21 9:00 AM,MedCity,Engaging communities of color is crucial to achieving health equity and cultural proficiency in healthcare,"Reaching out to and connecting with communities of color is a moral imperative.  It’s a business imperative. For the healthcare system, it is no longer an option in an increasingly multicultural society.","<a href=https://medcitynews.com/2021/09/engaging-communities-of-color-is-crucial-to-achieving-health-equity-and-cultural-proficiency-in-healthcare/ target=""_blank""><div>Link</div></a>"
547,2021-09-21 8:52 PM,MedCity,Healthcare leaders share lessons learned addressing social determinants of health,Leaders with insurers and health systems said that taking a holistic approach and partnering with community organizations is key to standing up a successful social determinants of health program at a panel discussion hosted by MedCity INVEST Digital Health. ,"<a href=https://medcitynews.com/2021/09/healthcare-leaders-share-lessons-learned-addressing-social-determinants-of-health/ target=""_blank""><div>Link</div></a>"
548,2021-09-21 8:20 AM,Biotech,Aerie CEO exits days after downplaying midphase eye disease flop,"Aerie CEO Vicente Anido has left the company, leaving an interim leader to pursue what he claimed was “a clear path toward approval.”","<a href=https://www.fiercebiotech.com/biotech/aerie-ceo-exits-days-after-downplaying-midphase-eye-disease-flop target=""_blank""><div>Link</div></a>"
549,2021-09-21 8:00 AM,Biotech,"Oncology, RNA biotech 858 Therapeutics inks $60M series A",The team behind Quanticel and Jecure is ready for its next venture: launching RNA biotech 858 Therapeutics with a $60 million series A fundraising.,"<a href=https://www.fiercebiotech.com/biotech/vc-versant-backed-biotech-858-therapeutics-to-develop-oncology-therapeutics-60m-series-a target=""_blank""><div>Link</div></a>"
550,2021-09-21 7:45 AM,Biotech,BioMed bets $1.2B to ease U.K. life science capacity crunch,"BioMed is already a major force in the U.K. life sciences property game, with AstraZeneca and Illumina among the companies to occupy its sites.","<a href=https://www.fiercebiotech.com/biotech/biomed-bets-1-2b-to-ease-u-k-life-science-capacity-crunch target=""_blank""><div>Link</div></a>"
551,2021-09-21 6:30 AM,Biotech,Novartis veteran Barth takes the helm at MiroBio,"As MiroBio gears up for its first clinical trial, the autoimmune biotech is getting a new CEO: Carolin Barth, M.D.","<a href=https://www.fiercebiotech.com/biotech/novartis-veteran-barth-takes-helm-at-autoimmune-biotech-mirobio target=""_blank""><div>Link</div></a>"
552,2021-09-21 5:50 PM,MedCity,Telehealth platform provider eVisit raises $45M,"The company, which helps health systems operate virtual care programs through its platform, will use the new funds to scale its go-to-market efforts, invest in the development of new capabilities and hire new employees. ","<a href=https://medcitynews.com/2021/09/telehealth-platform-provider-evisit-raises-45m/ target=""_blank""><div>Link</div></a>"
553,2021-09-21 4:01 PM,Biotech,European watchdog delivers ultimatum to Illumina over Grail deal,The commission described its actions as an unprecedented step in response to the companies’ defiant move to proceed last month.,"<a href=https://www.fiercebiotech.com/medtech/european-antitrust-regulators-deliver-ultimatum-to-illumina-over-8b-grail-deal target=""_blank""><div>Link</div></a>"
554,2021-09-21 3:30 PM,Biotech,"Abbott's Alinity COVID tests may give false positives, FDA says",The FDA suggested labs and healthcare providers retest anyone who has recently tested positive with either of the affected assays.,"<a href=https://www.fiercebiotech.com/medtech/fda-warns-abbott-alinity-pcr-covid-test-results-may-only-be-presumptive-due-to-risk-false target=""_blank""><div>Link</div></a>"
555,2021-09-21 2:51 PM,MedCity,Walgreens buys $970M majority stake in specialty pharmacy company Shields Health,"Walgreens bought a 71% stake in Shields Health Solutions, which strikes partnerships with hospitals to run specialty pharmacy programs. Walgreens has the option to buy the remaining equity interests in the future. ","<a href=https://medcitynews.com/2021/09/walgreens-buys-970m-majority-stake-in-specialty-pharmacy-company-shields-health/ target=""_blank""><div>Link</div></a>"
556,2021-09-21 2:04 PM,MedCity,"Unite Us acquires NowPow to bulk up SDOH screenings, referrals platform","Unite Us will integrate NowPow’s tools and community partners into its closed-loop referral system, which can be used to screen for social factors that negatively affect health, like food or housing insecurity, and then electronically refer patients to resources in their community.","<a href=https://medcitynews.com/2021/09/unite-us-acquires-nowpow-to-bulk-up-sdoh-screenings-referrals-platform/ target=""_blank""><div>Link</div></a>"
557,2021-09-21 2:00 PM,MedCity,Sensitivity vs. specificity: The eternal AI debate,"Which is more important when working with healthcare AI detection: that it never misses something on a patient scan, or that it never identifies something that isn’t there?","<a href=https://medcitynews.com/2021/09/sensitivity-vs-specificity-the-eternal-ai-debate/ target=""_blank""><div>Link</div></a>"
558,2021-09-21 1:15 AM,Biotech,Novartis adds 2nd biotech to optogenetics gene therapy portfolio,Novartis already bought into optogenetic gene therapy technology last year but will add Arctos Medical to dig deeper into the space.,"<a href=https://www.fiercebiotech.com/biotech/novartis-optogenetics-arctor-vedere-gene-therapy-eye-disease-blindness target=""_blank""><div>Link</div></a>"
559,2021-09-21 12:41 PM,Biotech,Boston Scientific offers up $336M to devour Devoro Medical,"The deal will see Boston Scientific put down about $269 million up front to acquire Devoro, in which it has been a strategic investor since 2019.","<a href=https://www.fiercebiotech.com/medtech/boston-scientific-offers-up-336m-to-devour-devoro-medical-and-its-blood-clot-removal-tech target=""_blank""><div>Link</div></a>"
560,2021-09-21 12:37 PM,MedCity,"Seagen, Genmab antibody drug conjugate gets FDA approval in cervical cancer","The Seagen and Genmab antibody drug conjugate (ADC), named Tivdak, is approved to treat cases of cervical cancer that have returned or spread following treatment with chemotherapy. Tivdak is Seagen’s third ADC; for Genmab, the drug will become its first commercialized product.","<a href=https://medcitynews.com/2021/09/seagen-genmab-antibody-drug-conjugate-gets-fda-approval-in-cervical-cancer/ target=""_blank""><div>Link</div></a>"
561,2021-09-21 12:14 PM,MedCity,How Inheret drives early detection for genetic cancers with its guidelines-based tool,Inheret CEO and Founder Dr. David F. Keren talks about the origins of the cancer risk detection platform and his mission to identify hereditary diseases early.,"<a href=https://medcitynews.com/2021/09/inheret-drives-early-detection-for-genetic-cancers/ target=""_blank""><div>Link</div></a>"
562,2021-09-21 11:10 AM,MedCity,The decision support toolbox to help healthcare providers manage care capacity,A look at how SAP’s cloud services are helping healthcare providers respond to public health crisis.,"<a href=https://medcitynews.com/2021/09/the-decision-support-toolbox-to-help-healthcare-providers-manage-care-capacity/ target=""_blank""><div>Link</div></a>"
563,2021-09-20 9:00 AM,MedCity,One big reason healthcare access is hard,"Healthcare brands invest enormous sums of money in marketing campaigns, websites, and apps that will never be effective until a consumer can overcome the data barriers to healthcare access.","<a href=https://medcitynews.com/2021/09/one-big-reason-healthcare-access-is-hard/ target=""_blank""><div>Link</div></a>"
564,2021-09-20 7:55 AM,MedCity,INVEST Digital Health preview: The role of digital twins in life sciences,"INVEST Digital Health kicks off today and runs through September 23. Held in a virtual format due to Covid-19, the healthcare conference brings together innovative investors across the healthcare spectrum, prominent industry players and the most promising digital health startups. Register today!","<a href=https://medcitynews.com/2021/09/invest-digital-health-preview-the-role-of-digital-twins-in-life-sciences/ target=""_blank""><div>Link</div></a>"
565,2021-09-20 3:55 PM,Biotech,Abbott joins TAVR market with FDA approval for its Portico valve,"Previously available in Europe, the Portico valve is designed for severely narrowed aortic heart valves where open-heart surgery may be too risky.","<a href=https://www.fiercebiotech.com/medtech/abbott-joins-tavr-market-fda-approval-for-its-portico-heart-valve target=""_blank""><div>Link</div></a>"
566,2021-09-20 2:07 PM,Biotech,Medtronic recalls brain aneurysm-blocking Pipeline Flex implant,"Two deaths have been linked to the recall so far, according to the FDA, in addition to 10 serious injuries and 59 reports of device malfunction.","<a href=https://www.fiercebiotech.com/medtech/medtronic-recalls-brain-aneurysm-blocking-implant-due-to-potential-breakages-during target=""_blank""><div>Link</div></a>"
567,2021-09-20 12:02 PM,Biotech,Illumina Ventures closes $325M genomic startup fund,"The proceeds will be used to support genomics-focused, early-stage startups looking to build new clinical diagnostics and life science research tools.","<a href=https://www.fiercebiotech.com/medtech/illumina-ventures-more-than-doubles-its-capital-new-325m-fund target=""_blank""><div>Link</div></a>"
568,2021-09-20 11:41 AM,Biotech,"J&J, Mauna Kea launch study of lung cancer biopsy tool","No longer will surgeons be flying blind while biopsying peripheral lung nodules—at least, not if Mauna Kea and J&J have anything to say about it.","<a href=https://www.fiercebiotech.com/medtech/johnson-johnson-mauna-kea-launch-study-lung-cancer-biopsy-guidance-tool target=""_blank""><div>Link</div></a>"
569,2021-09-19 9:30 AM,MedCity,"CMS suspends enrollment in UnitedHealthcare, Anthem MA plans","The agency has suspended enrollment in three UnitedHealthcare plans and one Anthem plan for 2022 because the plans did not spend enough of their premium incomes on medical benefits and claims. The payers can contest the suspension, though it is unclear if they plan to. ","<a href=https://medcitynews.com/2021/09/cms-suspends-enrollment-in-unitedhealthcare-anthem-ma-plans/ target=""_blank""><div>Link</div></a>"
570,2021-09-19 9:00 AM,MedCity,What healthcare can learn from the retail customer experience,"As hospitals and health systems redefine and deliver consumer-oriented care, those that understand the value of the patient experience will emerge as leaders in the post-pandemic healthcare market.","<a href=https://medcitynews.com/2021/09/what-healthcare-can-learn-from-the-retail-customer-experience/ target=""_blank""><div>Link</div></a>"
571,2021-09-19 8:12 AM,MedCity,Cala hopes real-world data on essential tremor device will win over payers,"The startup, which has a cleared device to reduce tremors using electrical stimulation, recently shared the results of a post-market analysis showing device use and efficacy. ","<a href=https://medcitynews.com/2021/09/cala-hopes-real-world-data-on-essential-tremor-device-will-win-over-payers/ target=""_blank""><div>Link</div></a>"
572,2021-09-19 11:55 AM,MedCity,Repligen sees $150M Avitide acquisition as key to reaching gene therapy goals,"Bioprocessing technologies company Repligen is acquiring Avitide, and its biologics purifying technology, in a $150 million cash and stock deal. Repligen said Avitide will help it meet growing demand for gene therapy solutions.","<a href=https://medcitynews.com/2021/09/repligen-sees-150m-avitide-acquisition-as-key-to-reaching-gene-therapy-goals/ target=""_blank""><div>Link</div></a>"
573,2021-09-17 8:15 PM,MedCity,FDA panel backs booster shots in high-risk groups after rejecting broader proposal,"An FDA advisory panel voted down a proposal for booster shots of the Pfizer/BioNTech Covid-19 in the general population, opting instead to support third shots in certain high-risk groups, such as the elderly. Panelists want to see more information supporting the need for a booster, as well as data about a heart safety risk the vaccine may pose to young males.","<a href=https://medcitynews.com/2021/09/fda-panel-backs-booster-shots-in-high-risk-groups-after-rejecting-broader-proposal/ target=""_blank""><div>Link</div></a>"
574,2021-09-17 4:58 PM,MedCity,"Abbott seeks expanded indication, national coverage for CardioMEMS device","With the results of a recent trial, Abbott is seeking an expanded indication from the FDA for its CardioMEMS device, intended to prevent hospitalizations in patients with heart failure.  It’s also hoping to win over national coverage from CMS. ","<a href=https://medcitynews.com/2021/09/abbott-seeks-expanded-indication-national-coverage-for-cardiomems-device/ target=""_blank""><div>Link</div></a>"
575,2021-09-17 2:04 PM,MedCity,CareFirst unveils virtual-first primary care practice,"The practice, which initially will only be offered to CareFirst BCBS commercial members, provides an array of services, including preventive care, insurance navigation and behavioral and mental health services. Patients will be referred to in-person care with local providers when needed. ","<a href=https://medcitynews.com/2021/09/carefirst-unveils-virtual-first-primary-care-practice/ target=""_blank""><div>Link</div></a>"
576,2021-09-16 7:30 AM,MedCity,INVEST Digital Health preview: How has RPM reimbursement evolved and where does it need to go?,"INVEST Digital Health is set for September 20-23. Held in a virtual format due to Covid-19, the healthcare conference brings together innovative investors across the healthcare spectrum, prominent industry players and the most promising digital health startups.","<a href=https://medcitynews.com/2021/09/rpm-reimbursement/ target=""_blank""><div>Link</div></a>"
577,2021-09-16 1:07 PM,MedCity,Takeda therapy gets speedy FDA nod for lung cancers with rare genetic signature,"Takeda Pharmaceutical drug mobocertinib was approved by the FDA to treat non-small cell lung cancer in patients whose tumors carry a rare genetic signature. With the approval, Takeda can offer an oral alternative to a recently approved Johnson & Johnson drug that targets the same mutation but is given as an infusion.","<a href=https://medcitynews.com/2021/09/takeda-therapy-gets-speedy-fda-nod-for-lung-cancers-with-rare-genetic-signature/ target=""_blank""><div>Link</div></a>"
578,2021-09-15 8:49 PM,MedCity,"Flywheel raises $22M, buys competitor","After closing a series C round led by 8VC, Flywheel used a portion of the funds to acquire St. Louis-based Radiologics. Both have platforms to help researchers process medical imaging data. ","<a href=https://medcitynews.com/2021/09/flywheel-raises-22m-buys-competitor/ target=""_blank""><div>Link</div></a>"
579,2021-09-15 8:42 PM,MedCity,Dice’s IPO roll comes up with $204M for R&D of oral drugs to rival biologics,Dice Therapeutics raised $204 million from its IPO to support development of oral drugs that could compete against biologic drugs that are injected or infused. Also debuting on the public markets were Tyra Biosciences and Procept BioRobotics.,"<a href=https://medcitynews.com/2021/09/dices-ipo-roll-comes-up-with-204m-for-rd-of-oral-drugs-to-rival-biologics/ target=""_blank""><div>Link</div></a>"
580,2021-09-15 6:08 PM,MedCity,Lawsuit: Aetna fertility coverage policy “an illegal tax” on LGBTQ people,"The lawsuit alleges that an Aetna policy discriminates against LGBTQ people by requiring them to pay thousands in out-of-pocket costs for fertility treatments before becoming eligible for coverage. Though Aetna has agreed to pay the costs incurred by the plaintiffs, the suit aims to strike down the policy as a whole. ","<a href=https://medcitynews.com/2021/09/lawsuit-aetna-fertility-coverage-policy-an-illegal-tax-on-lgbtq-people/ target=""_blank""><div>Link</div></a>"
581,2021-09-15 1:49 PM,MedCity,Analysis: Cost of care for unvaccinated Covid patients spikes to $5.7B,"The cost of hospital care for unvaccinated Covid-19 patients has more than doubled, jumping from about $2 billion to $5.7 billion over the summer. And this figure may still be lower than the actual cost burden unvaccinated people represent to the healthcare system. ","<a href=https://medcitynews.com/2021/09/analysis-cost-of-care-for-unvaccinated-covid-patients-spikes-to-5-7b/ target=""_blank""><div>Link</div></a>"
582,2021-09-15 1:18 PM,MedCity,"With $100M in new funding, Tia CEO says the ‘tide has turned’ for investing in women’s health","Tia, a concierge clinic combining primary care and OBGYN services, recently raised $100 million in funding. Amid a surge of financing into women’s health startups, CEO Carolyn Witte said investors’ perspectives are changing. ","<a href=https://medcitynews.com/2021/09/with-100m-in-new-funding-tia-ceo-says-the-tide-has-turned-for-investing-in-womens-health/ target=""_blank""><div>Link</div></a>"
583,2021-09-15 1:16 PM,MedCity,"“No Surprises” enforcement left to states, big questions left unanswered in HHS rule","Enforcement of the No Surprises Act is still a work in progress, but CMS is ready to give out As for effort. Whether patients will agree with that grade still remains to be seen.","<a href=https://medcitynews.com/2021/09/no-surprises-enforcement-left-to-states-big-questions-left-unanswered-in-hhs-rule/ target=""_blank""><div>Link</div></a>"
584,2021-09-15 12:22 PM,MedCity,"Theravance’s lead drug fails in Phase 3, triggers a restructuring cutting 75% of staff","The clinical trial failure of Theravance Biopharma’s most advanced internal program, a drug for a rare blood pressure disorder, is leading to a companywide restructuring. Going forward, the biotech will focus on developing drugs for respiratory disorders.","<a href=https://medcitynews.com/2021/09/theravances-lead-drug-fails-in-phase-3-triggers-a-restructuring-cutting-75-of-staff/ target=""_blank""><div>Link</div></a>"
585,2021-09-14 9:00 AM,MedCity,CMS is finally bringing health equity into the equation,CMS has recently proposed essential and timely reimbursement changes to close the racial discrepancy gap around the mandatory payment model for kidney disease,"<a href=https://medcitynews.com/2021/09/cms-is-finally-bringing-health-equity-into-the-equation/ target=""_blank""><div>Link</div></a>"
586,2021-09-14 7:30 AM,MedCity,INVEST Digital Health Pitch Perfect preview: Tech to improve payer/provider operational efficiency,Who made the finals for this INVEST Digital Health Pitch Perfect track? Read about these digital health companies and check out the virtual event from September 20-23. Register today! ,"<a href=https://medcitynews.com/2021/09/investech-to-improve-payer-provider-operational-efficiency/ target=""_blank""><div>Link</div></a>"
587,2021-09-14 11:08 AM,MedCity,Startup testing video-based treatment for ‘lazy eye’ touts Phase 3 results,"Luminopia, a startup with a digital therapeutic for amblyopia, or lazy eye, recently published the results of a phase 3 study showing its TV-based treatment can improve vision in kids’ non-dominant eye. Patients don a headset where images are altered to make them use both eyes. ","<a href=https://medcitynews.com/2021/09/startup-testing-video-based-treatment-for-lazy-eye-touts-phase-3-results/ target=""_blank""><div>Link</div></a>"
